OBSERVATION,TAGS,,,,,,,,,,,,,,,,
Asked if the data would be protected from hackers or bad actors affecting the metric reporting data.,Data, Understanding unclear, Risk, Concern,,,,,,,,,,,,,
Spend a lot of time and effort in understanding what search terms suppliers need to use on in campaigns. Search term recommendations in the platform now helps to solve a lot of the choosing search term problems.,Time and Effort, Suppliers, Advising, Search terms, Campaigns, AdManager,,,,,,,,,,,
Suggested there could be an enhancement for suggested search terms (in the platform) to also include conversion metrics along with the current impression's metric. Mentioned they are capturing conversion versus impression metrics in Crunch platform.,FOLLOW-UP, Area of improvement, Search terms, AdManager, Performance metrics, Conversions, Impressions, Internal systems,,,,,,,,,
How do I get to know what search terms I should be going for. How much impressions I get exactly for that.,Advising, Suppliers, Search terms, Campaigns, Impressions, Performance metrics, Understanding unclear,,,,,,,,,,
"Large suppliers (e.g. PepsiCo, Mondelez, Coco Cola, as well are 2 large agencies) have asked for forecasting metrics within the platform. For example, if a suppliers wanted to get 50k impression on a campaign then what would the budget required.",Suppliers, Forecasting, AdManager, Impressions, Campaigns, Budgets, Area of improvement, Future needs,,,,,,,,,
"For smaller supplier the forecasting they are needing is more around understanding when will wallets run out of budgets. They want to understand how quickly budgets are running down, and how.",Suppliers, Forecasting, Need or Want, Wallets, Budgets, Spends,,,,,,,,,,,
Suppliers (especially smaller ones) find it difficult to understand the average winning auction price. They want to know if they are winning enough Auctions. Currently OXO staff are assisting and advising suppliers on this as it can be difficult for them to get to these insights (i.e. looking at average product ranking reports).,FOLLOW-UP, Suppliers, Difficulty, Understanding unclear, Winning bids, Need or Want, Auctions, Advising, Insights,,,,,,,,
"Ad ranking is very hidden in the AdManager platform, and most suppliers don't see it as they are focused on the campaign reporting level. Suppliers would need to drill down under the campaign reporting to find this data (under search terms). Suggested most suppliers would need to be drilling down and checking Ad ranking metrics on a weekly basis. Suggested AdManager could provide even a high-level metric at a higher level within the platform ? even to provide a simple metric of where a campaign is ranking.",FOLLOW-UP, Ads, Ranking, AdManager, Challenge, Suppliers, Need or Want, Reporting, Performance metrics, Area of improvement,,,,,,,
"Only provide broad impression share metrics at this time but would like to provide more accurate view of impression shares to suppliers. For example, for 3 Tenancy booking there would be 3 featured ad slots of products taken up by tenancy. In this instance suppliers would not have any option to see if they bid on a term, but OXO still show impressions as part of the impression share. They may be getting all impressions, but they can still display as impression share in the red.",FOLLOW-UP, Impressions, Reporting, Suppliers, Opportunity, Fixed Tenancy Ads, Area of improvement,,,,,,,,,,
"Providing average Ad ranking to small suppliers would be helpful, especially as they may not want to get into the more complex metrics.",Ads, Ranking, Suppliers, Support, Opportunity,,,,,,,,,,,,
Commented on how a supplier would know if they had any missed opportunities. Impression share and Ad ranking could help to understand this. But equally if the platform suggested a number of search terms they are not bidding on and should be. In this scenario suppliers could be (a) underbidding or (b) not using search term that they should be using based on platform search recommendations. Was wondering how missed opportunities could be surfaced with metrics.,FOLLOW-UP, Suppliers, Missing opportunities, Impressions, Ads, Ranking, Bids, Recommendations, Performance metrics, Modelling,,,,,,,
Commented OXO have seen on average around 25% more search terms added based on the recommended search terms being introduced into the platform with Campaign Manager.,Search terms, Recommendations, Campaigns, Feedback positive,,,,,,,,,,,,,
"Commented that there is still no way to diagnose if suppliers are using suggested terms in Campaign manager correctly. Gave example of a report that shows OXO that a supplier received 20 suggested search terms, but only chose to go with 10 suggestions and be able report out on metrics based on their choices (e.g. conversion, sales, competitor out-bidding, etc).",Limitation, Difficulty, Search terms, Suppliers, Campaigns, Challenge,,,,,,,,,,,
"Use Tableau across all of OXO and can generally toggle reports to whatever date ranges, departments or supplier filters are needed for reporting.",Tableau, Internal systems, Reporting, Date range, Filter, Suppliers,,,,,,,,,,,
Noted tableau can be a little difficult to use.,Tableau, Challenge, User experience,,,,,,,,,,,,,,
Mentioned Amazon Marketing Cloud (AMC) and how it will allow suppliers to pull insights out of their data using a self-managed dashboard and rich API integration.,Amazon, Suppliers, Insights, Competitor Advantage,,,,,,,,,,,,,
"Big suppliers (with large internal analyst team) are looking for OXO to provide them with raw data for them to model themselves (e.g. click, views, immediate ROAS, lifetime value, etc). ",Suppliers, Need or Want, Reporting, Performance metrics,,,,,,,,,,,,,
"Suggested it may be beneficial to speak to some of OXO's smaller suppliers who area spending between $20k to $50k per year. Would discuss internally and suggest a number of suppliers to speak to.
",FOLLOW-UP, Suppliers, Future research,,,,,,,,,,,,,,
"Would like to see some retailer-focused metrics in the platform as most discussions have been around catering for the needs to suppliers. OXO are building a lot of the KPI metrics internally to understand what is performing well, where is revenue improving and what is driving seasonal revenues (i.e. trying to understand are increases due to new suppliers on-boarding or is it due to Ad search traffic).",Retailers, Performance metrics, In-House, Revenue, Opportunity, Season-related, Area of improvement, Suppliers, On-boarding, Ads, Traffic,,,,,,
Retailers also want ability to manage forecasting better for what next year would look like as this is not managed in reporting today.,Retailers, Future needs, Forecasting, Reporting, Data gap,,,,,,,,,,,,
"It is a little easier to work out what Tenancy will deliver as revenue, but for Auction it is a lot more difficult for OXO to predict forecast revenue as supplier can go inactive.",Fixed Tenancy Ads, Revenue, Auctions, Challenge, Forecasting, Suppliers, Campaigns,,,,,,,,,,
"So, how do we get a bit more certainty of accuracy? like dependency of the expectation developed for the year?",Reporting, Future needs, Accuracy, Understanding unclear, Expectations,,,,,,,,,,,,
